"V1" "V2"
"7747" "Eucalanus bungii" "Hexagrammos decagrammus"
"7748" "Eucalanus sp." "Hexagrammos decagrammus"
"7749" "Euchaeta sp." "Hexagrammos decagrammus"
"7750" "Euphausid calyptopis" "Hexagrammos decagrammus"
"7751" "Heterorhabdus sp." "Hexagrammos decagrammus"
"7752" "isopod" "Hexagrammos decagrammus"
"7753" "Lumpenus sagitta" "Hexagrammos decagrammus"
"7754" "Metridia gerlacei" "Hexagrammos decagrammus"
"7755" "Metridia sp." "Hexagrammos decagrammus"
"7756" "Oikopleura" "Hexagrammos decagrammus"
"7757" "Ostracod" "Hexagrammos decagrammus"
"7758" "Rhincalanus gigas" "Hexagrammos decagrammus"
"7759" "Schistomysis spiritus" "Hexagrammos decagrammus"
"7760" "Unidentified" "Hexagrammos decagrammus"
"7761" "Unidentified crustacean" "Hexagrammos decagrammus"
"7762" "Cynoglossus sp." "Hexagrammos decagrammus"
"7763" "Lampanyctus crocodilus" "Hexagrammos decagrammus"
"7764" "Copepod nauplius" "Hygophum benoiti"
"7765" "Copepoda juv." "Hygophum benoiti"
"7766" "Limacina helicina" "Hygophum benoiti"
"7767" "Pteropod" "Hygophum benoiti"
"7768" "Radiolaria" "Hygophum benoiti"
"7769" "amphipod" "Hypomesus pretiosus"
"7770" "Calliopius sp." "Hypomesus pretiosus"
"7771" "Clupea pallasii" "Hypomesus pretiosus"
"7772" "Copepod copepodite" "Hypomesus pretiosus"
"7773" "Copepod egg" "Hypomesus pretiosus"
"7774" "copepod nauplius" "Hypomesus pretiosus"
"7775" "E.superba furcilia" "Hypomesus pretiosus"
"7776" "Eucalanus bungii" "Hypomesus pretiosus"
"7777" "Euphausa superba" "Hypomesus pretiosus"
"7778" "euphausia" "Hypomesus pretiosus"
"7779" "Hyperidae" "Hypomesus pretiosus"
"7780" "Lumpenus sagitta" "Hypomesus pretiosus"
"7781" "Notothenia neglecta" "Hypomesus pretiosus"
"7782" "Nototheniops larseni" "Hypomesus pretiosus"
"7783" "Ophidion elongatus" "Hypomesus pretiosus"
"7784" "Pleuragramma antarcticum" "Hypomesus pretiosus"
"7785" "Roundworm" "Hypomesus pretiosus"
"7786" "Schistomysis spiritus" "Hypomesus pretiosus"
"7787" "Theragra chalcogramma" "Hypomesus pretiosus"
"7788" "Thysanoessa inermis" "Hypomesus pretiosus"
"7789" "Thysanoessa macrura" "Hypomesus pretiosus"
"7790" "Thysanoessa raschii" "Hypomesus pretiosus"
"7791" "Thysanoessa spinefera" "Hypomesus pretiosus"
"7792" "Acanthocepola sp." "Hypomesus pretiosus"
"7793" "Benthosema glaciale" "Hypomesus pretiosus"
"7794" "Carangoides sp." "Hypomesus pretiosus"
"7795" "Ceratoscopelus maderensis" "Hypomesus pretiosus"
"7796" "Cynoglossus sp." "Hypomesus pretiosus"
"7797" "Diaphus garmani" "Hypomesus pretiosus"
"7798" "Hemilepidotus spinosus" "Hypomesus pretiosus"
"7799" "Hygophum benoiti" "Hypomesus pretiosus"
"7800" "Lampanyctus crocodilus" "Hypomesus pretiosus"
"7801" "Lumpenella longirostris" "Hypomesus pretiosus"
"7802" "Lumpenus sagitta" "Hypomesus pretiosus"
"7803" "Merluccius productus" "Hypomesus pretiosus"
"7804" "Myctophum asperum" "Hypomesus pretiosus"
"7805" "Myctophum punctatum" "Hypomesus pretiosus"
"7806" "Notolepis rissoi" "Hypomesus pretiosus"
"7807" "Rhamphocottus richardsoni" "Hypomesus pretiosus"
"7808" "Scorpaenodes sp." "Hypomesus pretiosus"
"7809" "Sebastes sp." "Hypomesus pretiosus"
"7810" "Radiolaria" "Lampanyctus crocodilus"
"7811" "Agonus cataphractus" "Lepidorhombus boscii"
"7812" "Ammodytes sp." "Lepidorhombus boscii"
"7813" "Arctozenus risso" "Lepidorhombus boscii"
"7814" "Argentina sphyraena" "Lepidorhombus boscii"
"7815" "Benthosema glaciale" "Lepidorhombus boscii"
"7816" "Bivalve" "Lepidorhombus boscii"
"7817" "Buglossidium luteum" "Lepidorhombus boscii"
"7818" "Callionymus lyra" "Lepidorhombus boscii"
"7819" "Callionymus maculatus" "Lepidorhombus boscii"
"7820" "Capros aper" "Lepidorhombus boscii"
"7821" "Ceratoscopelus maderensis" "Lepidorhombus boscii"
"7822" "Chaetognatha" "Lepidorhombus boscii"
"7823" "Clupeoid" "Lepidorhombus boscii"
"7824" "crustacean" "Lepidorhombus boscii"
"7825" "crustacean larva" "Lepidorhombus boscii"
"7826" "Deltentosteus quadrimaculatus" "Lepidorhombus boscii"
"7827" "Engraulis encrassicolus" "Lepidorhombus boscii"
"7828" "Euphausid furcilia" "Lepidorhombus boscii"
"7829" "fish" "Lepidorhombus boscii"
"7830" "fish larvae" "Lepidorhombus boscii"
"7831" "flatfish" "Lepidorhombus boscii"
"7832" "Funchalia woodwardii" "Lepidorhombus boscii"
"7833" "Gadiculus argenteus" "Lepidorhombus boscii"
"7834" "Gadiculus sp." "Lepidorhombus boscii"
"7835" "Gadoid" "Lepidorhombus boscii"
"7836" "Gaidropsarus sp." "Lepidorhombus boscii"
"7837" "Gaidropsarus vulgaris" "Lepidorhombus boscii"
"7838" "Galiteuthis armata" "Lepidorhombus boscii"
"7839" "gastropod" "Lepidorhombus boscii"
"7840" "gelatinous" "Lepidorhombus boscii"
"7841" "Glyptocephalus cynoglossus" "Lepidorhombus boscii"
"7842" "Goby" "Lepidorhombus boscii"
"7843" "Gonostomatidae sp." "Lepidorhombus boscii"
"7844" "Gurnard" "Lepidorhombus boscii"
"7845" "Hatchet fish" "Lepidorhombus boscii"
"7846" "Hippoglossoides platessoides" "Lepidorhombus boscii"
"7847" "Insects" "Lepidorhombus boscii"
"7848" "Lepidotrigla cavillone" "Lepidorhombus boscii"
"7849" "Lobianchia gemellari" "Lepidorhombus boscii"
"7850" "Loligo pealei or Illex illecebrosus" "Lepidorhombus boscii"
"7851" "Macroparalepis affinis" "Lepidorhombus boscii"
"7852" "Mastigoteuthis sp" "Lepidorhombus boscii"
"7853" "Maurolicus muelleri" "Lepidorhombus boscii"
"7854" "Meganyctiphanes norvegica" "Lepidorhombus boscii"
"7855" "Microchirus variegatus" "Lepidorhombus boscii"
"7856" "Micromesistius potassou" "Lepidorhombus boscii"
"7857" "Myctophid" "Lepidorhombus boscii"
"7858" "Myctophum punctatum" "Lepidorhombus boscii"
"7859" "Mysidacea" "Lepidorhombus boscii"
"7860" "Notoscopelus kroeyeri" "Lepidorhombus boscii"
"7861" "Notothenia gibberifrons" "Lepidorhombus boscii"
"7862" "Octopoteuthis sp" "Lepidorhombus boscii"
"7863" "Ophidion elongatus" "Lepidorhombus boscii"
"7864" "Paralepididae sp" "Lepidorhombus boscii"
"7865" "Parathemisto gaudichaudi" "Lepidorhombus boscii"
"7866" "Peprilus triacanthus" "Lepidorhombus boscii"
"7867" "Rockling" "Lepidorhombus boscii"
"7868" "Scaldfish" "Lepidorhombus boscii"
"7869" "Scomber scrombus" "Lepidorhombus boscii"
"7870" "Scomberesox saurus" "Lepidorhombus boscii"
"7871" "Scyliorhinus canicula" "Lepidorhombus boscii"
"7872" "Sepiolidae" "Lepidorhombus boscii"
"7873" "Serranus hepatus" "Lepidorhombus boscii"
"7874" "silversides, anchovies and 'other fish prey'" "Lepidorhombus boscii"
"7875" "Sprattus sprattus" "Lepidorhombus boscii"
"7876" "squid unidentified" "Lepidorhombus boscii"
"7877" "Symbolophorus veranyi" "Lepidorhombus boscii"
"7878" "teleosts/molluscs/crustaceans" "Lepidorhombus boscii"
"7879" "Themisto pacifica" "Lepidorhombus boscii"
"7880" "Trisopterus esmarkii" "Lepidorhombus boscii"
"7881" "Trisopterus minutus" "Lepidorhombus boscii"
"7882" "Trisopterus sp." "Lepidorhombus boscii"
"7883" "unidentified invertebrate" "Lepidorhombus boscii"
"7884" "unidentified squid" "Lepidorhombus boscii"
"7885" "Ammodytes hexapterus" "Lepidorhombus boscii"
"7886" "Anarhichas lupus" "Lepidorhombus boscii"
"7887" "Anarhichas minor" "Lepidorhombus boscii"
"7888" "Arnoglossus imperialis" "Lepidorhombus boscii"
"7889" "Chionodraco rastrospinosus" "Lepidorhombus boscii"
"7890" "Clupea pallasii" "Lepidorhombus boscii"
"7891" "Dicentrarchus labrax" "Lepidorhombus boscii"
"7892" "Gasterosteus aculeatus" "Lepidorhombus boscii"
"7893" "Gilbertidia sigalutes" "Lepidorhombus boscii"
"7894" "Hemilepidotus hemilepidotus" "Lepidorhombus boscii"
"7895" "Hexagrammos decagrammus" "Lepidorhombus boscii"
"7896" "Hypomesus pretiosus" "Lepidorhombus boscii"
"7897" "Nototheniops larseni" "Lepidorhombus boscii"
"7898" "Oncorhynchus gorbuscha" "Lepidorhombus boscii"
"7899" "Oncorhynchus keta" "Lepidorhombus boscii"
"7900" "Ophiodon elongatus" "Lepidorhombus boscii"
"7901" "Pleuragramma antarcticum" "Lepidorhombus boscii"
"7902" "Psychrolutes paradoxus" "Lepidorhombus boscii"
"7903" "Thaleichthys pacificus" "Lepidorhombus boscii"
"7904" "Theragra chalcogramma" "Lepidorhombus boscii"
"7905" "Agonus cataphractus" "Lepidorhombus whiffiagonis"
"7906" "Ammodytes sp." "Lepidorhombus whiffiagonis"
"7907" "Arctozenus risso" "Lepidorhombus whiffiagonis"
"7908" "Argentina sphyraena" "Lepidorhombus whiffiagonis"
"7909" "Benthosema glaciale" "Lepidorhombus whiffiagonis"
"7910" "Bivalve" "Lepidorhombus whiffiagonis"
"7911" "Buglossidium luteum" "Lepidorhombus whiffiagonis"
"7912" "Callionymus lyra" "Lepidorhombus whiffiagonis"
"7913" "Callionymus maculatus" "Lepidorhombus whiffiagonis"
"7914" "Capros aper" "Lepidorhombus whiffiagonis"
"7915" "Ceratoscopelus maderensis" "Lepidorhombus whiffiagonis"
"7916" "Chaetognatha" "Lepidorhombus whiffiagonis"
"7917" "Clupeoid" "Lepidorhombus whiffiagonis"
"7918" "crustacean" "Lepidorhombus whiffiagonis"
"7919" "crustacean larva" "Lepidorhombus whiffiagonis"
"7920" "Deltentosteus quadrimaculatus" "Lepidorhombus whiffiagonis"
"7921" "Engraulis encrassicolus" "Lepidorhombus whiffiagonis"
"7922" "Euphausid furcilia" "Lepidorhombus whiffiagonis"
"7923" "fish" "Lepidorhombus whiffiagonis"
"7924" "fish larvae" "Lepidorhombus whiffiagonis"
"7925" "flatfish" "Lepidorhombus whiffiagonis"
"7926" "Funchalia woodwardii" "Lepidorhombus whiffiagonis"
"7927" "Gadiculus argenteus" "Lepidorhombus whiffiagonis"
"7928" "Gadiculus sp." "Lepidorhombus whiffiagonis"
"7929" "Gadoid" "Lepidorhombus whiffiagonis"
"7930" "Gaidropsarus sp." "Lepidorhombus whiffiagonis"
"7931" "Gaidropsarus vulgaris" "Lepidorhombus whiffiagonis"
"7932" "Galiteuthis armata" "Lepidorhombus whiffiagonis"
"7933" "gastropod" "Lepidorhombus whiffiagonis"
"7934" "gelatinous" "Lepidorhombus whiffiagonis"
"7935" "Glyptocephalus cynoglossus" "Lepidorhombus whiffiagonis"
"7936" "Goby" "Lepidorhombus whiffiagonis"
"7937" "Gonostomatidae sp." "Lepidorhombus whiffiagonis"
"7938" "Gurnard" "Lepidorhombus whiffiagonis"
"7939" "Hatchet fish" "Lepidorhombus whiffiagonis"
"7940" "Hippoglossoides platessoides" "Lepidorhombus whiffiagonis"
"7941" "Insects" "Lepidorhombus whiffiagonis"
"7942" "Lepidotrigla cavillone" "Lepidorhombus whiffiagonis"
"7943" "Lobianchia gemellari" "Lepidorhombus whiffiagonis"
"7944" "Loligo pealei or Illex illecebrosus" "Lepidorhombus whiffiagonis"
"7945" "Macroparalepis affinis" "Lepidorhombus whiffiagonis"
"7946" "Mastigoteuthis sp" "Lepidorhombus whiffiagonis"
"7947" "Maurolicus muelleri" "Lepidorhombus whiffiagonis"
"7948" "Meganyctiphanes norvegica" "Lepidorhombus whiffiagonis"
"7949" "Microchirus variegatus" "Lepidorhombus whiffiagonis"
"7950" "Micromesistius potassou" "Lepidorhombus whiffiagonis"
"7951" "Myctophid" "Lepidorhombus whiffiagonis"
"7952" "Myctophum punctatum" "Lepidorhombus whiffiagonis"
"7953" "Mysidacea" "Lepidorhombus whiffiagonis"
"7954" "Notoscopelus kroeyeri" "Lepidorhombus whiffiagonis"
"7955" "Notothenia gibberifrons" "Lepidorhombus whiffiagonis"
"7956" "Octopoteuthis sp" "Lepidorhombus whiffiagonis"
"7957" "Paralepididae sp" "Lepidorhombus whiffiagonis"
"7958" "Parathemisto gaudichaudi" "Lepidorhombus whiffiagonis"
"7959" "Peprilus triacanthus" "Lepidorhombus whiffiagonis"
"7960" "Rockling" "Lepidorhombus whiffiagonis"
"7961" "Scaldfish" "Lepidorhombus whiffiagonis"
"7962" "Scomber scrombus" "Lepidorhombus whiffiagonis"
"7963" "Scomberesox saurus" "Lepidorhombus whiffiagonis"
"7964" "Scyliorhinus canicula" "Lepidorhombus whiffiagonis"
"7965" "Sepiolidae" "Lepidorhombus whiffiagonis"
"7966" "Serranus hepatus" "Lepidorhombus whiffiagonis"
"7967" "silversides, anchovies and 'other fish prey'" "Lepidorhombus whiffiagonis"
"7968" "Sprattus sprattus" "Lepidorhombus whiffiagonis"
"7969" "squid unidentified" "Lepidorhombus whiffiagonis"
"7970" "Symbolophorus veranyi" "Lepidorhombus whiffiagonis"
"7971" "teleosts/molluscs/crustaceans" "Lepidorhombus whiffiagonis"
"7972" "Themisto pacifica" "Lepidorhombus whiffiagonis"
"7973" "Trachurus trachurus" "Lepidorhombus whiffiagonis"
"7974" "Trigla lyra" "Lepidorhombus whiffiagonis"
"7975" "Trisopterus esmarkii" "Lepidorhombus whiffiagonis"
"7976" "Trisopterus minutus" "Lepidorhombus whiffiagonis"
"7977" "Trisopterus sp." "Lepidorhombus whiffiagonis"
"7978" "unidentified invertebrate" "Lepidorhombus whiffiagonis"
"7979" "unidentified squid" "Lepidorhombus whiffiagonis"
"7980" "Anarhichas lupus" "Lepidorhombus whiffiagonis"
"7981" "Anarhichas minor" "Lepidorhombus whiffiagonis"
"7982" "Arnoglossus imperialis" "Lepidorhombus whiffiagonis"
"7983" "Chionodraco rastrospinosus" "Lepidorhombus whiffiagonis"
"7984" "Clupea pallasii" "Lepidorhombus whiffiagonis"
"7985" "Dicentrarchus labrax" "Lepidorhombus whiffiagonis"
"7986" "Gasterosteus aculeatus" "Lepidorhombus whiffiagonis"
"7987" "Gilbertidia sigalutes" "Lepidorhombus whiffiagonis"
"7988" "Hemilepidotus hemilepidotus" "Lepidorhombus whiffiagonis"
"7989" "Hexagrammos decagrammus" "Lepidorhombus whiffiagonis"
"7990" "Hypomesus pretiosus" "Lepidorhombus whiffiagonis"
"7991" "Nototheniops larseni" "Lepidorhombus whiffiagonis"
"7992" "Oncorhynchus gorbuscha" "Lepidorhombus whiffiagonis"
"7993" "Oncorhynchus keta" "Lepidorhombus whiffiagonis"
"7994" "Ophiodon elongatus" "Lepidorhombus whiffiagonis"
"7995" "Pleuragramma antarcticum" "Lepidorhombus whiffiagonis"
"7996" "Psychrolutes paradoxus" "Lepidorhombus whiffiagonis"
"7997" "Thaleichthys pacificus" "Lepidorhombus whiffiagonis"
"7998" "Theragra chalcogramma" "Lepidorhombus whiffiagonis"
"7999" "Trisopterus minutus" "Lepidorhombus whiffiagonis"
"8000" "Agonus cataphractus" "Leucoraja  fullonica"
"8001" "Ammodytes sp." "Leucoraja  fullonica"
"8002" "Ancistroteuthis lichtensteini" "Leucoraja  fullonica"
"8003" "Arctozenus risso" "Leucoraja  fullonica"
"8004" "Argentina sphyraena" "Leucoraja  fullonica"
"8005" "Buglossidium luteum" "Leucoraja  fullonica"
"8006" "Callionymus lyra" "Leucoraja  fullonica"
"8007" "Callionymus maculatus" "Leucoraja  fullonica"
"8008" "Capros aper" "Leucoraja  fullonica"
"8009" "Cepola macrophthalma" "Leucoraja  fullonica"
"8010" "Ceratoscopelus maderensis" "Leucoraja  fullonica"
"8011" "Chaetognatha" "Leucoraja  fullonica"
"8012" "Chiroteuthis sp" "Leucoraja  fullonica"
"8013" "Clupea harengus" "Leucoraja  fullonica"
"8014" "Clupeoid" "Leucoraja  fullonica"
"8015" "crustacean" "Leucoraja  fullonica"
"8016" "Cubiceps gracilis" "Leucoraja  fullonica"
"8017" "Deltentosteus quadrimaculatus" "Leucoraja  fullonica"
"8018" "Engraulis encrassicolus" "Leucoraja  fullonica"
"8019" "Euphausid furcilia" "Leucoraja  fullonica"
"8020" "fish" "Leucoraja  fullonica"
"8021" "fish unidentified" "Leucoraja  fullonica"
"8022" "flatfish" "Leucoraja  fullonica"
"8023" "Funchalia woodwardii" "Leucoraja  fullonica"
"8024" "Gadiculus argenteus" "Leucoraja  fullonica"
"8025" "Gadiculus sp." "Leucoraja  fullonica"
"8026" "Gadoid" "Leucoraja  fullonica"
"8027" "Gaidropsarus sp." "Leucoraja  fullonica"
"8028" "Gaidropsarus vulgaris" "Leucoraja  fullonica"
"8029" "Galiteuthis armata" "Leucoraja  fullonica"
"8030" "gelatinous" "Leucoraja  fullonica"
"8031" "Gonatus steenstrupi" "Leucoraja  fullonica"
"8032" "Gonostomatidae sp." "Leucoraja  fullonica"
"8033" "Gurnard" "Leucoraja  fullonica"
"8034" "Hatchet fish" "Leucoraja  fullonica"
"8035" "Hippoglossoides platessoides" "Leucoraja  fullonica"
"8036" "Histioteuthis reversa" "Leucoraja  fullonica"
"8037" "Lepidorhombus whiffiagonis" "Leucoraja  fullonica"
"8038" "Lepidotrigla cavillone" "Leucoraja  fullonica"
"8039" "Limanda limanda" "Leucoraja  fullonica"
"8040" "Lobianchia gemellari" "Leucoraja  fullonica"
"8041" "Macroparalepis affinis" "Leucoraja  fullonica"
"8042" "Mastigoteuthis sp" "Leucoraja  fullonica"
"8043" "Merlangius merlangus" "Leucoraja  fullonica"
"8044" "Merluccius merluccius" "Leucoraja  fullonica"
"8045" "Microchirus variegatus" "Leucoraja  fullonica"
"8046" "Micromesistius potassou" "Leucoraja  fullonica"
"8047" "Microstomus kitt" "Leucoraja  fullonica"
"8048" "Myctophid" "Leucoraja  fullonica"
"8049" "Myctophum punctatum" "Leucoraja  fullonica"
"8050" "Mysidacea" "Leucoraja  fullonica"
"8051" "Notoscopelus kroeyeri" "Leucoraja  fullonica"
"8052" "Octopoteuthis sp" "Leucoraja  fullonica"
"8053" "Ocythoe tuberculata" "Leucoraja  fullonica"
"8054" "Ommastrephidae" "Leucoraja  fullonica"
"8055" "Onychoteuthis banksi" "Leucoraja  fullonica"
"8056" "Paralepididae sp" "Leucoraja  fullonica"
"8057" "Paralepis affinis" "Leucoraja  fullonica"
"8058" "Parathemisto gaudichaudi" "Leucoraja  fullonica"
"8059" "Peprilus triacanthus" "Leucoraja  fullonica"
"8060" "Rockling" "Leucoraja  fullonica"
"8061" "Sardina pilchardus" "Leucoraja  fullonica"
"8062" "Scaldfish" "Leucoraja  fullonica"
"8063" "Scomber scombrus" "Leucoraja  fullonica"
"8064" "Scomber scrombus" "Leucoraja  fullonica"
"8065" "Scomberesox saurus" "Leucoraja  fullonica"
"8066" "Scyliorhinus canicula" "Leucoraja  fullonica"
"8067" "Sepiolidae" "Leucoraja  fullonica"
"8068" "Serranus hepatus" "Leucoraja  fullonica"
"8069" "silversides, anchovies and 'other fish prey'" "Leucoraja  fullonica"
"8070" "Spicara flexuosa" "Leucoraja  fullonica"
"8071" "Sprattus sprattus" "Leucoraja  fullonica"
"8072" "squid unidentified" "Leucoraja  fullonica"
"8073" "Symbolophorus veranyi" "Leucoraja  fullonica"
"8074" "teleosts/molluscs/crustaceans" "Leucoraja  fullonica"
"8075" "Trachurus sp." "Leucoraja  fullonica"
"8076" "Trachurus trachurus" "Leucoraja  fullonica"
"8077" "Trigla lyra" "Leucoraja  fullonica"
"8078" "Trisopterus esmarkii" "Leucoraja  fullonica"
"8079" "Trisopterus luscus" "Leucoraja  fullonica"
"8080" "Trisopterus minutus" "Leucoraja  fullonica"
"8081" "Trisopterus sp." "Leucoraja  fullonica"
"8082" "unidentified invertebrate" "Leucoraja  fullonica"
"8083" "unidentified squid" "Leucoraja  fullonica"
"8084" "Arnoglossus imperialis" "Leucoraja  fullonica"
"8085" "Aspitrigla cuculus" "Leucoraja  fullonica"
"8086" "Clupea harengus" "Leucoraja  fullonica"
"8087" "Clupea pallasii" "Leucoraja  fullonica"
"8088" "Eutrigla gurnardus" "Leucoraja  fullonica"
"8089" "Gasterosteus aculeatus" "Leucoraja  fullonica"
"8090" "Hexagrammos decagrammus" "Leucoraja  fullonica"
"8091" "Hypomesus pretiosus" "Leucoraja  fullonica"
"8092" "Loligo pealeii" "Leucoraja  fullonica"
"8093" "Merluccius bilinearis" "Leucoraja  fullonica"
"8094" "Micromesistius poutassou" "Leucoraja  fullonica"
"8095" "Oncorhynchus keta" "Leucoraja  fullonica"
"8096" "Oncorhynchus nerka" "Leucoraja  fullonica"
"8097" "Scomber scombrus" "Leucoraja  fullonica"
"8098" "Thaleichthys pacificus" "Leucoraja  fullonica"
"8099" "Theragra chalcogramma" "Leucoraja  fullonica"
"8100" "Trachurus trachurus" "Leucoraja  fullonica"
"8101" "Trisopterus minutus" "Leucoraja  fullonica"
"8102" "Urophycis regia" "Leucoraja  fullonica"
"8103" "Zeus faber" "Leucoraja  fullonica"
"8104" "Agonus cataphractus" "Loligo pealeii"
"8105" "amphipod" "Loligo pealeii"
"8106" "Arctozenus risso" "Loligo pealeii"
"8107" "Benthosema glaciale" "Loligo pealeii"
"8108" "Bivalve" "Loligo pealeii"
"8109" "Calliopius sp." "Loligo pealeii"
"8110" "Capros aper" "Loligo pealeii"
"8111" "Chaetognatha" "Loligo pealeii"
"8112" "Copepod copepodite" "Loligo pealeii"
"8113" "copepod nauplius" "Loligo pealeii"
"8114" "crustacean larva" "Loligo pealeii"
"8115" "E.superba furcilia" "Loligo pealeii"
"8116" "Euphausa superba" "Loligo pealeii"
"8117" "euphausia" "Loligo pealeii"
"8118" "Euphausid furcilia" "Loligo pealeii"
"8119" "fish larvae" "Loligo pealeii"
"8120" "gastropod" "Loligo pealeii"
"8121" "Glyptocephalus cynoglossus" "Loligo pealeii"
"8122" "Goby" "Loligo pealeii"
"8123" "Gonostomatidae sp." "Loligo pealeii"
"8124" "Hyperidae" "Loligo pealeii"
"8125" "Insects" "Loligo pealeii"
"8126" "Lepidotrigla cavillone" "Loligo pealeii"
"8127" "Loligo pealei or Illex illecebrosus" "Loligo pealeii"
"8128" "Maurolicus muelleri" "Loligo pealeii"
"8129" "Meganyctiphanes norvegica" "Loligo pealeii"
"8130" "Mysidacea" "Loligo pealeii"
"8131" "Notothenia gibberifrons" "Loligo pealeii"
"8132" "Notothenia neglecta" "Loligo pealeii"
"8133" "Nototheniops larseni" "Loligo pealeii"
"8134" "Ophidion elongatus" "Loligo pealeii"
"8135" "Paralepididae sp" "Loligo pealeii"
"8136" "Parathemisto gaudichaudi" "Loligo pealeii"
"8137" "Pleuragramma antarcticum" "Loligo pealeii"
"8138" "silversides, anchovies and 'other fish prey'" "Loligo pealeii"
"8139" "Themisto pacifica" "Loligo pealeii"
"8140" "Theragra chalcogramma" "Loligo pealeii"
"8141" "Thysanoessa macrura" "Loligo pealeii"
"8142" "Thysanoessa raschii" "Loligo pealeii"
"8143" "Acanthocepola sp." "Loligo pealeii"
"8144" "Ammodytes hexapterus" "Loligo pealeii"
"8145" "Anarhichas lupus" "Loligo pealeii"
"8146" "Anarhichas minor" "Loligo pealeii"
"8147" "Chionodraco rastrospinosus" "Loligo pealeii"
"8148" "Dicentrarchus labrax" "Loligo pealeii"
"8149" "Gilbertidia sigalutes" "Loligo pealeii"
"8150" "Hemilepidotus hemilepidotus" "Loligo pealeii"
"8151" "Hemilepidotus spinosus" "Loligo pealeii"
"8152" "Hexagrammos decagrammus" "Loligo pealeii"
"8153" "Hygophum benoiti" "Loligo pealeii"
"8154" "Lumpenella longirostris" "Loligo pealeii"
"8155" "Lumpenus sagitta" "Loligo pealeii"
"8156" "Merluccius productus" "Loligo pealeii"
"8157" "Myctophum asperum" "Loligo pealeii"
"8158" "Myctophum punctatum" "Loligo pealeii"
"8159" "Nototheniops larseni" "Loligo pealeii"
"8160" "Oncorhynchus gorbuscha" "Loligo pealeii"
"8161" "Ophiodon elongatus" "Loligo pealeii"
"8162" "Pleuragramma antarcticum" "Loligo pealeii"
"8163" "Psychrolutes paradoxus" "Loligo pealeii"
"8164" "Rhamphocottus richardsoni" "Loligo pealeii"
"8165" "Scorpaenodes sp." "Loligo pealeii"
"8166" "Sebastes sp." "Loligo pealeii"
"8167" "Theragra chalcogramma" "Loligo pealeii"
"8168" "Ammodytes sp." "Lophius americanus"
"8169" "Ancistroteuthis lichtensteini" "Lophius americanus"
"8170" "Arctozenus risso" "Lophius americanus"
"8171" "Argentina sphyraena" "Lophius americanus"
"8172" "Belone belone" "Lophius americanus"
"8173" "Brevoortia sp." "Lophius americanus"
"8174" "Buglossidium luteum" "Lophius americanus"
"8175" "Callionymus lyra" "Lophius americanus"
"8176" "Callionymus maculatus" "Lophius americanus"
"8177" "Capros aper" "Lophius americanus"
"8178" "Cepola macrophthalma" "Lophius americanus"
"8179" "Ceratoscopelus maderensis" "Lophius americanus"
"8180" "Chiroteuthis sp" "Lophius americanus"
"8181" "Clupea harengus" "Lophius americanus"
"8182" "Clupeoid" "Lophius americanus"
"8183" "crustacean" "Lophius americanus"
"8184" "Cubiceps gracilis" "Lophius americanus"
"8185" "Deltentosteus quadrimaculatus" "Lophius americanus"
"8186" "Engraulis encrassicolus" "Lophius americanus"
"8187" "fish" "Lophius americanus"
"8188" "fish unidentified" "Lophius americanus"
"8189" "flatfish" "Lophius americanus"
"8190" "Funchalia woodwardii" "Lophius americanus"
"8191" "Gadiculus argenteus" "Lophius americanus"
"8192" "Gadiculus sp." "Lophius americanus"
"8193" "Gadoid" "Lophius americanus"
"8194" "Gaidropsarus sp." "Lophius americanus"
"8195" "Gaidropsarus vulgaris" "Lophius americanus"
"8196" "Galiteuthis armata" "Lophius americanus"
"8197" "gelatinous" "Lophius americanus"
"8198" "Gonatus steenstrupi" "Lophius americanus"
"8199" "Gurnard" "Lophius americanus"
"8200" "Haliphron atlanticus" "Lophius americanus"
"8201" "Hatchet fish" "Lophius americanus"
"8202" "Hippoglossina oblonga" "Lophius americanus"
"8203" "Hippoglossoides platessoides" "Lophius americanus"
"8204" "Histioteuthis bonnellii" "Lophius americanus"
"8205" "Histioteuthis reversa" "Lophius americanus"
"8206" "Lepidorhombus whiffiagonis" "Lophius americanus"
"8207" "Limanda limanda" "Lophius americanus"
"8208" "Lobianchia gemellari" "Lophius americanus"
"8209" "Macroparalepis affinis" "Lophius americanus"
"8210" "Mastigoteuthis sp" "Lophius americanus"
"8211" "Merlangius merlangus" "Lophius americanus"
"8212" "Merluccius merluccius" "Lophius americanus"
"8213" "Microchirus variegatus" "Lophius americanus"
"8214" "Micromesistius potassou" "Lophius americanus"
"8215" "Microstomus kitt" "Lophius americanus"
"8216" "Myctophid" "Lophius americanus"
"8217" "Myctophum punctatum" "Lophius americanus"
"8218" "Notoscopelus kroeyeri" "Lophius americanus"
"8219" "Octopoteuthis sp" "Lophius americanus"
"8220" "Ocythoe tuberculata" "Lophius americanus"
"8221" "Ommastrephidae" "Lophius americanus"
"8222" "Onychoteuthis banksi" "Lophius americanus"
"8223" "Paralepis affinis" "Lophius americanus"
"8224" "Peprilus triacanthus" "Lophius americanus"
"8225" "Pholidoteuthis sp" "Lophius americanus"
"8226" "Pseudopleuronectes americanus" "Lophius americanus"
"8227" "Raja naevus" "Lophius americanus"
"8228" "Raja sp." "Lophius americanus"
"8229" "Rockling" "Lophius americanus"
